Material;DataHora;Estoque;Custo_Unitario;Custo_Total
Máscaras N95;2024-01-25 15:00:00;288;4,16;1198,08
Adrenalina;2024-06-03 09:00:00;340;5,1;1734
Luvas Cirúrgicas;2024-04-10 06:00:00;187;0,8;149,6
Luvas Cirúrgicas;2024-10-07 06:00:00;139;0,88;122,32
Algodão;2024-03-12 09:00:00;433;0,25;108,25
Algodão;2024-08-26 21:00:00;599;0,25;149,75
Seringas;2024-10-15 09:00:00;249;0,46;114,54
Soro Fisiológico;2024-11-13 03:00:00;325;3,03;984,75
Algodão;2024-10-17 09:00:00;419;0,25;104,75
Seringas;2024-09-16 12:00:00;531;0,46;244,26
Máscaras N95;2024-08-13 00:00:00;289;4,6;1329,4
Gaze Estéril;2024-12-29 03:00:00;310;0,41;127,1
Luvas Cirúrgicas;2024-02-20 06:00:00;283;0,75;212,25
Seringas;2024-02-18 21:00:00;81;0,46;37,26
Luvas Cirúrgicas;2024-10-27 09:00:00;;0,89;159,31
Paracetamol;2024-10-26 03:00:00;481;1,52;731,12
Gaze Estéril;2024-04-27 06:00:00;297;0,4;118,8
Soro Fisiológico;2024-02-26 15:00:00;415;2,98;1236,7
Álcool 70%;2024-06-09 15:00:00;521;1,97;1026,37
Algodão;2024-10-24 21:00:00;122;0,25;30,5
Luvas Cirúrgicas;2024-09-13 12:00:00;50;0,91;45,5
Seringas;2024-03-20 00:00:00;446;0,52;231,92
Adrenalina;2024-12-26 18:00:00;282;4,97;1401,54
Máscaras N95;2024-11-04 06:00:00;296;4,8;1420,8
Luvas Cirúrgicas;2024-05-06 09:00:00;218;0,69;150,42
Seringas;2024-12-24 00:00:00;387;0,47;181,89
Soro Fisiológico;2024-12-18 21:00:00;326;3;978
Algodão;2024-01-20 15:00:00;599;0,25;149,75
Álcool 70%;2024-08-08 06:00:00;156;1,98;308,88
Gaze Estéril;2024-09-07 18:00:00;318;0,4;127,2
Seringas;2024-05-29 18:00:00;207;0,54;111,78
Soro Fisiológico;2024-04-25 09:00:00;295;3,05;899,75
Álcool 70%;2024-01-16 15:00:00;73;1,96;143,08
Gaze Estéril;2024-11-07 12:00:00;288;0,4;115,2
Álcool 70%;2024-05-25 15:00:00;57;2,03;115,71
Luvas Cirúrgicas;2024-06-02 21:00:00;444;0,68;301,92
Soro Fisiológico;2024-10-03 03:00:00;328;3;984
Paracetamol;2024-06-15 06:00:00;511;1,48;756,28
Luvas Cirúrgicas;2024-06-12 15:00:00;137;0,9;123,3
Paracetamol;2024-08-01 18:00:00;515;1,48;762,2
Soro Fisiológico;2024-02-09 09:00:00;218;2,96;645,28
Seringas;2024-04-07 00:00:00;130;0,53;68,9
Algodão;2024-07-18 18:00:00;380;0,25;95
Paracetamol;2024-07-01 03:00:00;490;1,51;739,9
Soro Fisiológico;2024-07-05 09:00:00;353;3,03;1069,59
Paracetamol;2024-12-15 15:00:00;496;1,5;744
Soro Fisiológico;2024-12-04 21:00:00;310;2,96;917,6
Paracetamol;2024-12-21 06:00:00;490;1,48;725,2
Adrenalina;2024-10-17 12:00:00;407;4,96;2018,72
Gaze Estéril;2024-12-13 03:00:00;321;0,39;125,19
Gaze Estéril;2024-11-15 21:00:00;313;0,41;128,33
Luvas Cirúrgicas;2024-07-19 09:00:00;220;0,82;180,4
Adrenalina;2024-05-10 18:00:00;310;5,02;1556,2
Adrenalina;2024-09-26 06:00:00;264;4,91;1296,24
Álcool 70%;2024-07-04 06:00:00;98;1,97;193,06
Gaze Estéril;2024-03-31 15:00:00;305;0,39;118,95
Algodão;2024-12-21 21:00:00;112;0,25;28
Soro Fisiológico;2024-10-18 18:00:00;353;3,02;1066,06
Dipirona;2024-03-10 06:00:00;497;1,28;636,16
Adrenalina;2024-08-22 09:00:00;436;5,02;2188,72
Soro Fisiológico;2024-11-13 21:00:00;283;3,02;854,66
Máscaras N95;2024-04-29 09:00:00;302;4,58;1383,16
Seringas;2024-02-20 15:00:00;613;0,54;331,02
Soro Fisiológico;2024-08-23 21:00:00;398;3,03;1205,94
Seringas;2024-01-28 00:00:00;143;0,52;74,36
Soro Fisiológico;2024-04-21 00:00:00;293;2,96;867,28
Adrenalina;2024-02-02 00:00:00;199;5,04;1002,96
Luvas Cirúrgicas;2024-09-12 18:00:00;28;0,84;23,52
Seringas;2024-07-19 15:00:00;238;0,43;102,34
Soro Fisiológico;2024-08-11 03:00:00;386;3,01;1161,86
Algodão;2024-10-27 03:00:00;215;0,25;53,75
Soro Fisiológico;2024-03-13 18:00:00;346;2,99;1034,54
Máscaras N95;2024-03-18 18:00:00;318;4,86;1545,48
Adrenalina;2024-04-03 12:00:00;359;5,09;1827,31
Luvas Cirúrgicas;2024-10-31 03:00:00;400;0,69;276
Paracetamol;2024-12-06 12:00:00;503;1,47;739,41
Algodão;2024-04-18 03:00:00;204;0,25;51
Dipirona;2024-08-06 18:00:00;481;1,31;630,11
Álcool 70%;2024-12-25 12:00:00;589;2,01;1183,89
Adrenalina;2024-10-28 03:00:00;225;4,99;1122,75
Seringas;2024-10-02 15:00:00;205;0,5;102,5
Algodão;2024-07-12 00:00:00;399;0,25;99,75
Adrenalina;2024-02-12 18:00:00;469;5,03;2359,07
Algodão;2024-02-04 03:00:00;68;0,25;17
Seringas;2024-11-16 12:00:00;68;0,5;34
Dipirona;2024-03-30 09:00:00;503;1,3;653,9
Máscaras N95;2024-11-25 09:00:00;317;4,88;1546,96
Adrenalina;2024-06-04 12:00:00;334;4,91;1639,94
Algodão;2024-02-13 21:00:00;199;0,25;49,75
Paracetamol;2024-08-13 12:00:00;495;1,47;727,65
Soro Fisiológico;2024-03-11 18:00:00;338;3,02;1020,76
Máscaras N95;2024-06-22 09:00:00;289;4,89;1413,21
Seringas;2024-08-09 00:00:00;218;0,55;119,9
Álcool 70%;2024-10-04 21:00:00;407;2,02;822,14
Máscaras N95;2024-09-07 03:00:00;281;4,67;1312,27
Álcool 70%;2024-05-09 18:00:00;393;2,03;797,79
Algodão;2024-04-27 15:00:00;436;0,25;109
Paracetamol;2024-03-03 09:00:00;509;1,5;763,5
Máscaras N95;2024-02-17 18:00:00;287;4,62;1325,94
Álcool 70%;2024-08-17 15:00:00;306;1,99;608,94
Algodão;2024-10-12 06:00:00;577;0,25;144,25
Gaze Estéril;2024-08-30 09:00:00;312;0,4;124,8
Paracetamol;2024-01-01 18:00:00;487;1,48;720,76
Adrenalina;2024-12-18 12:00:00;220;4,94;1086,8
Paracetamol;2024-01-13 00:00:00;492;1,51;742,92
Adrenalina;2024-11-23 18:00:00;375;4,9;1837,5
Máscaras N95;2024-03-09 06:00:00;308;3,93;1210,44
Soro Fisiológico;2024-12-13 06:00:00;400;2,97;1188
Seringas;2024-07-16 03:00:00;259;0,46;119,14
Soro Fisiológico;2024-04-05 09:00:00;184;3;552
Máscaras N95;2024-05-29 06:00:00;291;5,04;1466,64
Adrenalina;2024-06-03 18:00:00;234;5,09;1191,06
Paracetamol;2024-04-12 15:00:00;507;1,48;750,36
Algodão;2024-11-21 12:00:00;389;0,25;97,25
Máscaras N95;2024-12-25 12:00:00;296;3,91;1157,36
Soro Fisiológico;2024-10-20 21:00:00;457;2,98;1361,86
Soro Fisiológico;2024-11-04 15:00:00;439;3,02;1325,78
Álcool 70%;2024-06-19 15:00:00;505;1,97;994,85
Álcool 70%;2024-03-28 12:00:00;338;1,98;669,24
Soro Fisiológico;2024-10-20 03:00:00;354;3,03;1072,62
Máscaras N95;2024-06-29 03:00:00;295;4,12;1215,4
Dipirona;2024-12-05 00:00:00;550;1,32;726
Soro Fisiológico;2024-11-20 06:00:00;126;3,04;383,04
Gaze Estéril;2024-10-23 18:00:00;317;0,39;123,63
Adrenalina;2024-07-31 00:00:00;337;4,9;1651,3
Gaze Estéril;2024-09-04 00:00:00;315;0,4;126
Dipirona;2024-03-24 06:00:00;540;1,28;691,2
Paracetamol;2024-09-11 06:00:00;495;1,48;732,6
Dipirona;2024-11-06 18:00:00;517;1,31;677,27
Soro Fisiológico;2024-10-21 12:00:00;292;2,97;867,24
Paracetamol;2024-11-08 03:00:00;524;1,52;796,48
Gaze Estéril;2024-07-26 06:00:00;294;0,41;120,54
Gaze Estéril;2024-07-02 12:00:00;286;0,4;114,4
Paracetamol;2024-02-27 18:00:00;504;1,5;756
Seringas;2024-02-09 18:00:00;198;0,53;104,94
Seringas;2024-07-23 06:00:00;417;0,49;204,33
Seringas;2024-07-05 03:00:00;151;0,5;75,5
Gaze Estéril;2024-10-06 00:00:00;309;0,4;123,6
Soro Fisiológico;2024-05-14 03:00:00;351;2,95;1035,45
Álcool 70%;2024-05-09 06:00:00;536;1,98;1061,28
Algodão;2024-08-04 06:00:00;159;0,25;39,75
Algodão;2024-04-01 21:00:00;463;0,25;115,75
Soro Fisiológico;2024-10-05 12:00:00;273;2,95;805,35
Luvas Cirúrgicas;2024-03-03 21:00:00;51;0,74;37,74
Máscaras N95;2024-03-15 21:00:00;305;4,05;1235,25
Luvas Cirúrgicas;2024-03-23 03:00:00;92;0,92;84,64
Adrenalina;2024-06-13 00:00:00;250;5,09;1272,5
Paracetamol;2024-09-26 03:00:00;496;1,5;744
Algodão;2024-01-23 06:00:00;540;0,25;135
Seringas;2024-12-12 06:00:00;132;0,49;64,68
Seringas;2024-09-01 00:00:00;173;0,56;96,88
Máscaras N95;2024-04-14 06:00:00;279;5,15;1436,85
Luvas Cirúrgicas;2024-09-30 21:00:00;222;0,88;195,36
Dipirona;2024-04-18 00:00:00;517;1,3;672,1
Seringas;2024-02-09 00:00:00;27;0,56;15,12
Soro Fisiológico;2024-02-21 09:00:00;203;3,05;619,15
Seringas;2024-11-06 18:00:00;270;0,5;135
Soro Fisiológico;2024-12-11 18:00:00;372;3,05;1134,6
Álcool 70%;2024-08-29 21:00:00;108;2;216
Soro Fisiológico;2024-08-31 21:00:00;384;2,99;1148,16
Seringas;2024-07-22 03:00:00;925;0,46;425,5
Seringas;2024-05-27 06:00:00;76;0,47;35,72
Luvas Cirúrgicas;2024-04-14 21:00:00;524;0,88;461,12
Máscaras N95;2024-01-10 15:00:00;301;4,91;1477,91
Máscaras N95;2024-12-16 12:00:00;291;4,86;1414,26
Algodão;2024-08-31 06:00:00;295;0,25;73,75
Paracetamol;2024-11-09 09:00:00;484;1,48;716,32
Soro Fisiológico;2024-02-09 06:00:00;301;2,99;899,99
Soro Fisiológico;2024-09-26 00:00:00;180;3,05;549
Algodão;2024-09-17 06:00:00;237;0,25;59,25
Algodão;2024-06-04 15:00:00;289;0,25;72,25
Adrenalina;2024-02-09 15:00:00;298;5,01;1492,98
Gaze Estéril;2024-03-04 18:00:00;303;0,41;124,23
Seringas;2024-09-12 15:00:00;1149;0,48;551,52
Luvas Cirúrgicas;2024-08-03 03:00:00;797;0,73;581,81
Algodão;2024-07-19 03:00:00;178;0,25;44,5
Paracetamol;2024-10-12 03:00:00;504;1,51;761,04
Luvas Cirúrgicas;2024-09-23 06:00:00;111;0,75;83,25
Gaze Estéril;2024-10-05 06:00:00;292;0,39;113,88
Algodão;2024-12-25 06:00:00;111;0,25;27,75
Luvas Cirúrgicas;2024-10-25 21:00:00;237;0,8;189,6
Luvas Cirúrgicas;2024-03-12 06:00:00;259;0,74;191,66
Seringas;2024-03-11 12:00:00;222;0,53;117,66
Álcool 70%;2024-09-21 12:00:00;262;1,97;516,14
Soro Fisiológico;2024-12-14 06:00:00;330;3,05;1006,5
Algodão;2024-06-01 15:00:00;328;0,25;82
Algodão;2024-12-30 09:00:00;70;0,25;17,5
Dipirona;2024-11-03 00:00:00;474;1,28;606,72
Gaze Estéril;2024-04-30 12:00:00;306;0,4;122,4
Luvas Cirúrgicas;2024-05-17 06:00:00;434;0,74;321,16
Gaze Estéril;2024-09-06 03:00:00;308;0,4;123,2
Luvas Cirúrgicas;2024-10-20 09:00:00;121;0,89;107,69
Seringas;2024-09-11 06:00:00;349;0,57;198,93
Soro Fisiológico;2024-12-02 06:00:00;514;2,97;1526,58
Luvas Cirúrgicas;2024-06-20 06:00:00;66;0,82;54,12
Gaze Estéril;2024-12-05 18:00:00;307;0,4;122,8
Máscaras N95;2024-11-30 18:00:00;314;4,53;1422,42
Luvas Cirúrgicas;2024-07-02 03:00:00;1069;0,78;833,82
Algodão;2024-11-04 15:00:00;295;0,25;73,75
Seringas;2024-11-22 21:00:00;499;0,51;254,49
Paracetamol;2024-10-15 12:00:00;488;1,47;717,36
Dipirona;2024-06-26 09:00:00;480;1,31;628,8
Luvas Cirúrgicas;2024-05-05 09:00:00;220;0,9;198
Seringas;2024-12-31 21:00:00;43;0,53;22,79
Paracetamol;2024-02-13 03:00:00;517;1,49;770,33
Algodão;2024-06-22 21:00:00;248;0,25;62
Seringas;2024-06-27 21:00:00;;0,53;20,67
Algodão;2024-04-10 03:00:00;219;0,25;54,75
Adrenalina;2024-10-05 15:00:00;406;4,97;2017,82
Soro Fisiológico;2024-10-08 06:00:00;334;3,05;1018,7
Seringas;2024-04-26 15:00:00;312;0,57;177,84
Seringas;2024-04-06 12:00:00;53;0,55;29,15
Soro Fisiológico;2024-09-17 18:00:00;413;3,04;1255,52
Dipirona;2024-11-11 03:00:00;517;1,3;672,1
Gaze Estéril;2024-09-23 00:00:00;291;0,4;116,4
Gaze Estéril;2024-05-31 03:00:00;294;0,39;114,66
Dipirona;2024-11-09 12:00:00;504;1,29;650,16
Seringas;2024-08-25 21:00:00;121;0,57;68,97
Luvas Cirúrgicas;2024-05-02 21:00:00;92;0,76;69,92
Adrenalina;2024-07-15 09:00:00;325;5,06;1644,5
Máscaras N95;2024-01-11 09:00:00;321;4,53;1454,13
Paracetamol;2024-11-16 12:00:00;464;1,51;700,64
Dipirona;2024-08-16 12:00:00;484;1,32;638,88
Seringas;2024-01-11 15:00:00;199;0,55;109,45
Máscaras N95;2024-07-27 06:00:00;308;5,1;1570,8
Gaze Estéril;2024-06-27 00:00:00;323;0,4;129,2
Soro Fisiológico;2024-06-14 00:00:00;277;3,01;833,77
Paracetamol;2024-10-03 00:00:00;512;1,48;757,76
Paracetamol;2024-10-07 00:00:00;506;1,47;743,82
Algodão;2024-06-26 00:00:00;447;0,25;111,75
Máscaras N95;2024-06-18 09:00:00;294;4,41;1296,54
Dipirona;2024-10-05 15:00:00;513;1,28;656,64
Gaze Estéril;2024-10-15 06:00:00;309;0,41;126,69
Adrenalina;2024-11-25 18:00:00;323;4,99;1611,77
Adrenalina;2024-12-18 06:00:00;325;5,09;1654,25
Soro Fisiológico;2024-02-22 03:00:00;371;3,02;1120,42
Adrenalina;2024-09-01 09:00:00;238;5,05;1201,9
Gaze Estéril;2024-07-25 18:00:00;293;0,41;120,13
Seringas;2024-03-07 18:00:00;604;0,48;289,92
Máscaras N95;2024-12-01 03:00:00;292;4,98;1454,16
Gaze Estéril;2024-04-09 18:00:00;290;0,39;113,1
Algodão;2024-05-04 06:00:00;526;0,25;131,5
Adrenalina;2024-02-18 03:00:00;155;5,06;784,3
Álcool 70%;2024-08-05 21:00:00;217;1,97;427,49
Máscaras N95;2024-03-31 12:00:00;294;3,84;1128,96
Paracetamol;2024-09-23 03:00:00;527;1,52;801,04
Seringas;2024-10-24 00:00:00;;0,44;89,32
Gaze Estéril;2024-06-05 15:00:00;293;0,4;117,2
Adrenalina;2024-02-11 12:00:00;234;5,09;1191,06
Álcool 70%;2024-02-05 12:00:00;539;1,99;1072,61
Máscaras N95;2024-10-12 21:00:00;289;4,2;1213,8
Máscaras N95;2024-09-24 06:00:00;323;3,83;1237,09
Soro Fisiológico;2024-07-15 06:00:00;399;3,02;1204,98
Álcool 70%;2024-10-12 12:00:00;333;2;666
Paracetamol;2024-11-12 12:00:00;508;1,48;751,84
Adrenalina;2024-03-04 18:00:00;173;4,96;858,08
Gaze Estéril;2024-06-24 03:00:00;292;0,4;116,8
Dipirona;2024-03-22 12:00:00;480;1,29;619,2
Gaze Estéril;2024-11-07 15:00:00;310;0,4;124
Paracetamol;2024-11-23 18:00:00;520;1,49;774,8
Álcool 70%;2024-07-26 00:00:00;115;2;230
Paracetamol;2024-02-19 15:00:00;479;1,48;708,92
Adrenalina;2024-02-05 06:00:00;395;5,1;2014,5
Dipirona;2024-05-05 09:00:00;499;1,32;658,68
Adrenalina;2024-11-26 12:00:00;328;5,06;1659,68
Seringas;2024-01-19 09:00:00;346;0,55;190,3
Máscaras N95;2024-12-29 15:00:00;301;4,81;1447,81
Álcool 70%;2024-06-18 06:00:00;579;2,03;1175,37
Paracetamol;2024-05-16 06:00:00;508;1,51;767,08
Luvas Cirúrgicas;2024-05-03 06:00:00;123;0,9;110,7
Álcool 70%;2024-06-27 03:00:00;539;2,03;1094,17
Luvas Cirúrgicas;2024-02-10 06:00:00;498;0,75;373,5
Gaze Estéril;2024-03-02 12:00:00;313;0,41;128,33
Gaze Estéril;2024-06-02 09:00:00;294;0,4;117,6
Gaze Estéril;2024-11-24 12:00:00;272;0,39;106,08
Luvas Cirúrgicas;2024-09-19 06:00:00;199;0,71;141,29
Soro Fisiológico;2024-02-04 06:00:00;96;3,05;292,8
Adrenalina;2024-03-13 06:00:00;148;4,98;737,04
Adrenalina;2024-02-20 06:00:00;241;4,91;1183,31
Seringas;2024-06-27 12:00:00;274;0,5;137
Adrenalina;2024-08-30 03:00:00;212;5;1060
Máscaras N95;2024-03-25 15:00:00;309;4,17;1288,53
Gaze Estéril;2024-11-05 06:00:00;290;0,4;116
Soro Fisiológico;2024-08-22 00:00:00;316;3,01;951,16
Algodão;2024-01-08 21:00:00;156;0,25;39
Soro Fisiológico;2024-07-17 15:00:00;166;2,97;493,02
Luvas Cirúrgicas;2024-05-13 15:00:00;196;0,75;147
Algodão;2024-09-08 21:00:00;373;0,25;93,25
Algodão;2024-02-10 21:00:00;162;0,25;40,5
Gaze Estéril;2024-08-03 18:00:00;283;0,4;113,2
Paracetamol;2024-01-12 12:00:00;505;1,51;762,55
Algodão;2024-06-08 06:00:00;502;0,25;125,5
Seringas;2024-05-20 18:00:00;200;0,5;100
Gaze Estéril;2024-04-06 12:00:00;270;0,4;108
Máscaras N95;2024-07-27 15:00:00;286;4,87;1392,82
Dipirona;2024-08-24 09:00:00;471;1,3;612,3
Paracetamol;2024-06-24 18:00:00;511;1,48;756,28
Adrenalina;2024-08-14 09:00:00;299;4,99;1492,01
Adrenalina;2024-08-28 12:00:00;173;5,03;870,19
Dipirona;2024-12-13 21:00:00;498;1,28;637,44
Soro Fisiológico;2024-09-19 06:00:00;268;3;804
Paracetamol;2024-12-18 09:00:00;496;1,49;739,04
Gaze Estéril;2024-08-08 03:00:00;310;0,4;124
Seringas;2024-11-25 18:00:00;175;0,56;98
Máscaras N95;2024-01-22 18:00:00;312;4,89;1525,68
Dipirona;2024-04-21 12:00:00;530;1,32;699,6
Algodão;2024-08-07 06:00:00;476;0,25;119
Luvas Cirúrgicas;2024-06-19 21:00:00;146;0,83;121,18
Luvas Cirúrgicas;2024-02-10 12:00:00;104;0,92;95,68
Dipirona;2024-08-20 03:00:00;467;1,3;607,1
Algodão;2024-02-27 06:00:00;553;0,25;138,25
Dipirona;2024-07-04 06:00:00;488;1,3;634,4
Álcool 70%;2024-08-03 15:00:00;536;2,02;1082,72
Álcool 70%;2024-02-22 00:00:00;446;2,04;909,84
Adrenalina;2024-06-05 09:00:00;275;4,94;1358,5
Gaze Estéril;2024-10-23 15:00:00;302;0,39;117,78
Álcool 70%;2024-09-09 21:00:00;414;2,02;836,28
Luvas Cirúrgicas;2024-07-04 06:00:00;312;0,76;237,12
Adrenalina;2024-09-17 00:00:00;342;5,01;1713,42
Álcool 70%;2024-01-23 15:00:00;109;1,98;215,82
Seringas;2024-11-20 03:00:00;396;0,56;221,76
Soro Fisiológico;2024-10-10 12:00:00;367;2,99;1097,33
Adrenalina;2024-12-15 09:00:00;234;4,99;1167,66
Seringas;2024-05-24 06:00:00;251;0,51;128,01
Dipirona;2024-11-27 00:00:00;483;1,3;627,9
Dipirona;2024-03-18 09:00:00;506;1,28;647,68
Seringas;2024-06-18 03:00:00;299;0,49;146,51
Adrenalina;2024-09-21 18:00:00;295;4,93;1454,35
Paracetamol;2024-02-13 21:00:00;544;1,51;821,44
Gaze Estéril;2024-10-08 18:00:00;310;0,4;124
Gaze Estéril;2024-01-24 12:00:00;297;0,39;115,83
Máscaras N95;2024-02-08 18:00:00;321;4,96;1592,16
Soro Fisiológico;2024-09-16 18:00:00;107;3,03;324,21
Álcool 70%;2024-06-12 00:00:00;512;2;1024
Dipirona;2024-12-03 09:00:00;523;1,32;690,36
Adrenalina;2024-02-13 06:00:00;436;5,03;2193,08
Algodão;2024-07-04 18:00:00;536;0,25;134
Algodão;2024-11-19 18:00:00;51;0,25;12,75
Adrenalina;2024-01-10 03:00:00;478;4,91;2346,98
Máscaras N95;2024-06-27 09:00:00;296;3,93;1163,28
Luvas Cirúrgicas;2024-01-28 21:00:00;353;0,91;321,23
Álcool 70%;2024-09-21 21:00:00;372;2,04;758,88
Máscaras N95;2024-06-15 21:00:00;300;4,98;1494
Dipirona;2024-05-13 03:00:00;513;1,29;661,77
Algodão;2024-12-20 09:00:00;235;0,25;58,75
Álcool 70%;2024-01-25 00:00:00;304;1,98;601,92
Paracetamol;2024-04-02 18:00:00;462;1,51;697,62
Dipirona;2024-01-30 00:00:00;495;1,28;633,6
Algodão;2024-02-22 15:00:00;151;0,25;37,75
Álcool 70%;2024-09-03 09:00:00;543;2,01;1091,43
Algodão;2024-10-02 21:00:00;580;0,25;145
Gaze Estéril;2024-06-17 18:00:00;301;0,4;120,4
Paracetamol;2024-12-10 06:00:00;506;1,52;769,12
Luvas Cirúrgicas;2024-12-20 00:00:00;28;0,88;24,64
Máscaras N95;2024-02-11 12:00:00;296;4,5;1332
Algodão;2024-04-22 00:00:00;158;0,25;39,5
Luvas Cirúrgicas;2024-12-27 00:00:00;184;0,73;134,32
Soro Fisiológico;2024-11-03 21:00:00;319;3;957
Luvas Cirúrgicas;2024-10-19 21:00:00;173;0,76;131,48
Adrenalina;2024-10-17 06:00:00;309;4,9;1514,1
Dipirona;2024-01-19 15:00:00;536;1,31;702,16
Adrenalina;2024-04-07 09:00:00;265;4,96;1314,4
Seringas;2024-01-03 12:00:00;144;0,5;72
Paracetamol;2024-12-16 15:00:00;528;1,52;802,56
Luvas Cirúrgicas;2024-06-16 00:00:00;227;0,86;195,22
Gaze Estéril;2024-11-02 12:00:00;322;0,4;128,8
Algodão;2024-08-19 03:00:00;322;0,25;80,5
Álcool 70%;2024-11-13 06:00:00;111;2,02;224,22
Algodão;2024-07-03 03:00:00;124;0,25;31
Adrenalina;2024-07-22 18:00:00;285;4,97;1416,45
Luvas Cirúrgicas;2024-10-03 12:00:00;85;0,69;58,65
Gaze Estéril;2024-09-19 15:00:00;322;0,4;128,8
Seringas;2024-06-03 18:00:00;424;0,57;241,68
Algodão;2024-07-15 15:00:00;277;0,25;69,25
Dipirona;2024-10-21 12:00:00;505;1,31;661,55
Luvas Cirúrgicas;2024-11-09 00:00:00;998;0,88;878,24
Soro Fisiológico;2024-08-16 12:00:00;187;3,05;570,35
Álcool 70%;2024-07-18 06:00:00;569;1,98;1126,62
Máscaras N95;2024-12-07 18:00:00;329;4,28;1408,12
Gaze Estéril;2024-01-01 09:00:00;292;0,4;116,8
Soro Fisiológico;2024-02-06 00:00:00;401;3,03;1215,03
Máscaras N95;2024-10-25 18:00:00;289;3,95;1141,55
Dipirona;2024-02-18 18:00:00;491;1,29;633,39
Adrenalina;2024-04-10 00:00:00;504;5,01;2525,04
Seringas;2024-04-19 03:00:00;334;0,49;163,66
Paracetamol;2024-06-02 09:00:00;520;1,47;764,4
Paracetamol;2024-08-30 03:00:00;498;1,49;742,02
Seringas;2024-11-20 21:00:00;241;0,57;137,37
Luvas Cirúrgicas;2024-03-11 00:00:00;342;0,9;307,8
Seringas;2024-02-24 03:00:00;130;0,48;62,4
Dipirona;2024-11-08 09:00:00;503;1,31;658,93
Paracetamol;2024-09-03 12:00:00;477;1,52;725,04
Gaze Estéril;2024-08-14 18:00:00;284;0,41;116,44
Álcool 70%;2024-05-26 12:00:00;579;1,98;1146,42
Máscaras N95;2024-09-16 21:00:00;301;4,45;1339,45
Seringas;2024-02-20 12:00:00;657;0,45;295,65
Seringas;2024-05-31 12:00:00;518;0,46;238,28
Álcool 70%;2024-09-23 18:00:00;599;1,99;1192,01
Gaze Estéril;2024-08-04 09:00:00;306;0,4;122,4
Algodão;2024-12-01 00:00:00;337;0,25;84,25
Máscaras N95;2024-10-12 03:00:00;287;4,08;1170,96
Luvas Cirúrgicas;2024-12-10 12:00:00;106;0,72;76,32
Soro Fisiológico;2024-03-20 21:00:00;209;3;627
Dipirona;2024-11-17 12:00:00;469;1,29;605,01
Gaze Estéril;2024-03-15 06:00:00;307;0,4;122,8
Dipirona;2024-06-13 18:00:00;529;1,32;698,28
Seringas;2024-06-07 09:00:00;342;0,55;188,1
Soro Fisiológico;2024-06-12 18:00:00;315;3,01;948,15
Máscaras N95;2024-07-07 15:00:00;294;4,03;1184,82
Dipirona;2024-06-17 03:00:00;469;1,28;600,32
Gaze Estéril;2024-03-17 06:00:00;302;0,4;120,8
Álcool 70%;2024-06-14 00:00:00;103;1,99;204,97
Álcool 70%;2024-03-31 18:00:00;98;2,02;197,96
Gaze Estéril;2024-02-03 09:00:00;333;0,39;129,87
Gaze Estéril;2024-02-19 18:00:00;312;0,39;121,68
Soro Fisiológico;2024-11-12 12:00:00;89;3,05;271,45
Luvas Cirúrgicas;2024-06-16 12:00:00;719;0,72;517,68
Adrenalina;2024-04-03 06:00:00;261;4,94;1289,34
Álcool 70%;2024-07-24 00:00:00;471;2,02;951,42
Dipirona;2024-01-23 03:00:00;544;1,3;707,2
Dipirona;2024-04-16 06:00:00;482;1,31;631,42
Adrenalina;2024-01-20 09:00:00;159;4,99;793,41
Seringas;2024-11-07 09:00:00;187;0,48;89,76
Algodão;2024-03-03 15:00:00;416;0,25;104
Paracetamol;2024-07-27 12:00:00;490;1,47;720,3
Gaze Estéril;2024-04-03 12:00:00;297;0,4;118,8
Paracetamol;2024-09-03 00:00:00;476;1,53;728,28
Paracetamol;2024-03-19 06:00:00;520;1,48;769,6
Luvas Cirúrgicas;2024-04-15 21:00:00;222;0,89;197,58
Álcool 70%;2024-08-31 15:00:00;365;2,03;740,95
Luvas Cirúrgicas;2024-11-03 06:00:00;294;0,8;235,2
Soro Fisiológico;2024-05-30 15:00:00;365;2,97;1084,05
Adrenalina;2024-06-23 09:00:00;242;4,99;1207,58
Dipirona;2024-04-10 21:00:00;503;1,32;663,96
Álcool 70%;2024-10-06 06:00:00;484;2,03;982,52
Algodão;2024-06-03 18:00:00;436;0,25;109
Algodão;2024-05-22 06:00:00;316;0,25;79
Dipirona;2024-11-13 00:00:00;509;1,29;656,61
Dipirona;2024-12-17 18:00:00;497;1,3;646,1
Paracetamol;2024-10-27 18:00:00;504;1,51;761,04
Máscaras N95;2024-01-06 06:00:00;290;5,02;1455,8
Seringas;2024-12-19 00:00:00;540;0,49;264,6
Dipirona;2024-11-18 03:00:00;524;1,3;681,2
Paracetamol;2024-01-05 06:00:00;540;1,52;820,8
Dipirona;2024-11-14 00:00:00;507;1,3;659,1
Máscaras N95;2024-07-11 12:00:00;308;4,38;1349,04
Máscaras N95;2024-10-18 21:00:00;283;4,09;1157,47
Paracetamol;2024-12-29 00:00:00;494;1,5;741
Adrenalina;2024-10-25 03:00:00;279;4,91;1369,89
Soro Fisiológico;2024-05-15 18:00:00;196;2,96;580,16
Adrenalina;2024-07-14 03:00:00;228;5,07;1155,96
Paracetamol;2024-02-25 21:00:00;526;1,49;783,74
Algodão;2024-04-08 21:00:00;222;0,25;55,5
Gaze Estéril;2024-07-13 06:00:00;310;0,4;124
